source_language,dest_language,source_text,dest_text
eng,tao,"So you also on the outside look righteous to others, but inside you are full of hypocrisy and lawlessness.","Kamo akman sang, ta no kamo citahen so kataotao am yabo nyo karatan. Am onowned nyo am yamangalalas a yameysaod so raraten."
eng,tgl,"So you also on the outside look righteous to others, but inside you are full of hypocrisy and lawlessness.","Gayon din naman kayo, sa labas ay nangagaanyong matuwid sa mga tao, datapuwa't sa loob ay puno kayo ng pagpapaimbabaw at ng katampalasanan."
eng,pag,"""Woe to you, scribes and Pharisees, hypocrites! For you build the tombs of the prophets and decorate the graves of the righteous,","""Pakaskasi ki la, sikayon iskriba tan sikayon Pariseo! Mansimpisimpitan a totoo! Igagawaan yoy mararakep a lobuk iray propita tan aadornoan yoy pantion da ray totoon nambilay a matonung."
eng,pam,"""Woe to you, scribes and Pharisees, hypocrites! For you build the tombs of the prophets and decorate the graves of the righteous,","Makalunus na kayo, ikayung talaturu ning Kautusan at Pariseo! Hipokrita! Igagawa yu lang masanting a pantiun ding propeta at palamutian yu la ding monumento da ring mayap a tau"
eng,tao,"""Woe to you, scribes and Pharisees, hypocrites! For you build the tombs of the prophets and decorate the graves of the righteous,","""Inyo rana yatanwasiwasi a yamangnanao no iwawalam ni Ama ta do to a kano tao a macyagom do Vadisay am to kamo makasi. Ta inyo rana am nyo peyveyveknen o heseb da no panoyonoywan na so ciring ni Ama ta do to no kakwa a nyo kapatnek nira so ngaran da"
eng,tgl,"""Woe to you, scribes and Pharisees, hypocrites! For you build the tombs of the prophets and decorate the graves of the righteous,","Sa aba ninyo, mga eskriba at mga Fariseo, mga mapagpaimbabaw! sapagka't itinatayo ninyo ang mga libingan ng mga propeta, at inyong ginayakan ang mga libingan ng mga matuwid,"
eng,pag,"and you say, 'If we had lived in the days of our ancestors, we would not have taken part with them in shedding the blood of the prophets.'","Kuanyo ni, 'No nambilay kami komun nen panaon da ray lalaki mi, ag kami angibad sikara ya amatey ed saray propita!'"
eng,pam,"and you say, 'If we had lived in the days of our ancestors, we would not have taken part with them in shedding the blood of the prophets.'","at ngayung sasabi, Nung mabie na kami sana kanitang panaun da ring kekaming makatua, e ke mekiabe king pamakamate karing propeta."
eng,tao,"and you say, 'If we had lived in the days of our ancestors, we would not have taken part with them in shedding the blood of the prophets.'","a nyo kapanci no, 'No nimyan ta pa no kapeyigegen no ineynapo ta am jyabo kaniominara ta sira nimwakwak so panoyonoywan na so ciring ni Ama ta do to a.'"
eng,tgl,"and you say, 'If we had lived in the days of our ancestors, we would not have taken part with them in shedding the blood of the prophets.'","At sinasabi ninyo, Kung kami sana ang nangabubuhay nang mga kaarawan ng aming mga magulang disi'y hindi kami nangakaramay nila sa dugo ng mga propeta."
eng,pag,Thus you testify against yourselves that you are descendants of those who murdered the prophets.,Kanyan aakoen yo a tuan anak kayo ray amatey ed saray propita!
eng,pam,Thus you testify against yourselves that you are descendants of those who murdered the prophets.,Ikayu mismu tatanggapan yu na ngeni king kekayung pamagsalita king anak da kayu detang mekamate karing propeta.
eng,tao,Thus you testify against yourselves that you are descendants of those who murdered the prophets.,So nyo na to nganoyngi do kataotao nyo a ineynapo da no nimwakwak so panoyonoywan na so ciring ni Ama ta do to.
eng,tgl,Thus you testify against yourselves that you are descendants of those who murdered the prophets.,"Kaya't kayo'y nangagpapatotoo sa inyong sarili, na kayo'y mga anak niyaong mga nagsipatay ng mga propeta."
eng,pag,"Fill up, then, the measure of your ancestors.","Sigi sirin, ituloy yoy inggapo nen saman na saray lalaki yo!"
eng,pam,"Fill up, then, the measure of your ancestors.","Sige, isundu yu itang pegumpisan da ring makatua yu!"
eng,tao,"Fill up, then, the measure of your ancestors.",No komwan am tongtongan nyo pa o raraten da no ineynapo nyo no kakwa.
eng,tgl,"Fill up, then, the measure of your ancestors.",Punuin nga ninyo ang takalan ng inyong mga magulang.
eng,pag,"You snakes, you brood of vipers! How can you escape the judgment of hell?",Ooleg tan anak na ooleg kayo! Panon yon naliktaray dusa ed impirno?
eng,pam,"You snakes, you brood of vipers! How can you escape the judgment of hell?","Kamamalu, lahing ubingan! Makananu yung alisian ing pangaparusan yu king impierno?"
eng,tao,"You snakes, you brood of vipers! How can you escape the judgment of hell?",Inyo rana yakmey katonodan no tokza am jyabo kapakaliklik nyo so pasingsingtan na jinyo ni Ama ta do to do kararatan a.
eng,tgl,"You snakes, you brood of vipers! How can you escape the judgment of hell?","Kayong mga ahas, kayong mga lahi ng mga ulupong, paanong mangakawawala kayo sa kahatulan sa impierno?"
eng,pag,"For this reason I send you prophets, sages, and scribes, some of whom you will kill and crucify, and some you will flog in your synagogues and pursue from town to town,","Kanyan kuankod sikayo: mangibaki ak ed sikayo na saray propita, saray makakabat a totoo, saray bumabangat. Balet pateyen yoy pigarad sikara, tan ipasak yod krus iray arum. Sipsiplatan yo ray arum ed saray sinagoga yo, tan osil-osilan yo rad binaley-baley."
eng,pam,"For this reason I send you prophets, sages, and scribes, some of whom you will kill and crucify, and some you will flog in your synagogues and pursue from town to town,","Inya itubud ku la kekayu ding propeta, ding taung mangabiasa at talaturu. Pamaten yu la ding aliwa karela at ipaku yu la king krus ding aliwa. Paglatikuan yu la ding aliwa karin king kekayung sinagoga at lumipat kayu karing siudad manintun karela ba yu lang dakpan."
eng,tao,"For this reason I send you prophets, sages, and scribes, some of whom you will kill and crucify, and some you will flog in your synagogues and pursue from town to town,","Amizngen nyo an, ta manovoy ko so panoyonoywan ko so ciring a kano yanan no teneng na ni Ama ta do to a tao a kano mangnanao a tao a mangay jinyo. So iyan na jira ang no wakwaken nyo. Amyan jira ang so padketen nyo do jyojika. Amyan jira ang so bakbakan nyo do peyneynozyan nyo a paksozen do teyhesa ka ili."
eng,tgl,"For this reason I send you prophets, sages, and scribes, some of whom you will kill and crucify, and some you will flog in your synagogues and pursue from town to town,","Kaya't, narito, sinusugo ko sa inyo ang mga propeta, at mga pantas na lalake, at mga eskriba: ang mga iba sa kanila'y inyong papatayin at ipapako sa krus; at ang mga iba sa kanila'y inyong hahampasin sa inyong mga sinagoga, at sila'y inyong paguusigin sa bayan-bayan:"
eng,pag,"so that upon you may come all the righteous blood shed on earth, from the blood of righteous Abel to the blood of Zechariah son of Barachiah, whom you murdered between the sanctuary and the altar.","Lapud saya, napelag ed sikayoy dusa na impamatey ed saray totoon matonung, manlapud si Abel ya anggapoy kasalanan to ya anggad impamatey dad kinen Zacarias ya anak nen Barakias. Sikatoy pinatey yo diad nanleetay Timplo tan altar."
eng,pam,"so that upon you may come all the righteous blood shed on earth, from the blood of righteous Abel to the blood of Zechariah son of Barachiah, whom you murdered between the sanctuary and the altar.","Uli na nian, miras kekayu itang kaparusan a katulid ning pamakamate karing taung mayap, manibat kang Abel a alang kasalanan angga na kang Zacarias a anak nang Berekia a kekong pete pilatan ning Templo at ning altar."
eng,tao,"so that upon you may come all the righteous blood shed on earth, from the blood of righteous Abel to the blood of Zechariah son of Barachiah, whom you murdered between the sanctuary and the altar.","So yangay na meydedna jinyo no peyoyaoyyan na ni Ama ta do to, do kanimwakwak da sira no ineynapo nyo so ji meylimoteng so onowned a tao. So ikapo na ji Yapo a kato nangayan do anak ni Peylecya a meyngaran so Sacyadiya a niwakwak da do panaralayan a masngen do patanatanangan so nakem si Ama ta do to."
eng,tgl,"so that upon you may come all the righteous blood shed on earth, from the blood of righteous Abel to the blood of Zechariah son of Barachiah, whom you murdered between the sanctuary and the altar.","Upang mabubo sa inyo ang lahat na matuwid na dugo na nabuhos sa ibabaw ng lupa, buhat sa dugo ng matuwid na si Abel hanggang sa dugo ni Zacarias na anak ni Baraquias na pinatay ninyo sa pagitan ng santuario at ng dambana."
eng,pag,"Truly I tell you, all this will come upon this generation.","Kuankod sikayon tua: napelag so dusa ed saray totood sayan panaon lapud amin da ra yan inkagawa!"""
eng,pam,"Truly I tell you, all this will come upon this generation.",Sasabian ku kekayu: dugpa ing parusa para karing tau king kasalukuyan a panaun!
eng,tao,"Truly I tell you, all this will come upon this generation.",To ko na macitangayan jinyo am o pasingsingtan ko do nimwakwak sira tao am mangay do tao sicyaikwaya!
eng,tgl,"Truly I tell you, all this will come upon this generation.","Katotohanang sinasabi ko sa inyo, Ang lahat ng mga bagay na ito ay darating sa lahing ito."
eng,pag,"""Jerusalem, Jerusalem, the city that kills the prophets and stones those who are sent to it! How often have I desired to gather your children together as a hen gathers her brood under her wings, and you were not willing!","""Jerusalem, O Jerusalem! Papateyen mo ray propita tan tutupaken mo ray totoon imbakiy Dios ed sika! Amimpiga-pigan labay kon tiponen iray anak mo, a singa panitipon na nganak ed saray siwsiw to diad silong na payak to, balet ag mo labay!"
eng,pam,"""Jerusalem, Jerusalem, the city that kills the prophets and stones those who are sent to it! How often have I desired to gather your children together as a hen gathers her brood under her wings, and you were not willing!","Jerusalem, Jerusalem! Ika ing makamate karing propeta at mamasibas karing tinubud ning Dios keka! Mekatapilan ing buri ku lang tipunan ding kekang anak, antimo nung makananu na lang titipunan ning gaindung manuk ding sisi na lalam nang pakpak, oneng e ka bisa!"
eng,tao,"""Jerusalem, Jerusalem, the city that kills the prophets and stones those who are sent to it! How often have I desired to gather your children together as a hen gathers her brood under her wings, and you were not willing!","""Inyo rana tao do Yelosaleng am nyo niwakwak o panoyonoywan na so ciring ni Ama ta do to a nyo kabhebhes jira wakwaken so yana nitovoy jinyo ni Ama ta do to a lamlamsoy na. Ko ikakza o kapahawa ko jinyo do kanginanawan nyo, akman so manok a komalopkop so ananak na no panid na. Am nyo jyakzan."
eng,tgl,"""Jerusalem, Jerusalem, the city that kills the prophets and stones those who are sent to it! How often have I desired to gather your children together as a hen gathers her brood under her wings, and you were not willing!","Oh Jerusalem, Jerusalem, na pumapatay sa mga propeta, at bumabato sa mga sinusugo sa kaniya! makailang inibig kong tipunin ang iyong mga anak, na gaya ng pagtitipon ng inahing manok sa kaniyang mga sisiw sa ilalim ng kaniyang mga pakpak, ay ayaw kayo!"
eng,pag,"See, your house is left to you, desolate.","Kanyan, natan, sigput a napaolyan so abung mo."
eng,pam,"See, your house is left to you, desolate.",Inya mipaburen yang lubus ing kekang Templo.
eng,tao,"See, your house is left to you, desolate.",So peymakarwan na jinyo ni Ama ta do to.
eng,tgl,"See, your house is left to you, desolate.","Narito, ang inyong bahay ay iniiwan sa inyong wasak."
eng,pag,"For I tell you, you will not see me again until you say, 'Blessed is the one who comes in the name of the Lord.' ""","Kuankod sikayo, a manlapud natan, ag yo ak la nanengneng a balut ya anggad pangibaga yoy 'Bindisionay Dios so onsabid ngaray Katawan.'"""
eng,pam,"For I tell you, you will not see me again until you say, 'Blessed is the one who comes in the name of the Lord.' ""","Sasabian ku keka, e mu na ku akit pasibayu manibat ngeni anggang e mu sabian, Bendisyunan ne sa ning Dios ing daratang king lagyu ning Ginu."
eng,tao,"For I tell you, you will not see me again until you say, 'Blessed is the one who comes in the name of the Lord.' ""","Am ko pa ciring jinyo am ji nyo rana cita yaken an, todangay do pancyan nyo no, 'Azwazwain ta o mai a nitovoy ni Ama ta do to.' """
eng,tgl,"For I tell you, you will not see me again until you say, 'Blessed is the one who comes in the name of the Lord.' ""","Sapagka't sinasabi ko sa inyo, Buhat ngayon ay hindi ninyo ako makikita, hanggang sa inyong sabihin, Mapalad ang pumaparito sa pangalan ng Panginoon."
eng,pag,"As Jesus came out of the temple and was going away, his disciples came to point out to him the buildings of the temple.","Pinmaway si Jesus ed Timplo. Nen oonla la, linmad sikato ray disipulo to tan intoro rad sikato ray paalagey na Timplo."
eng,pam,"As Jesus came out of the temple and was going away, his disciples came to point out to him the buildings of the temple.","Meko ya i Jesus king Templo at kabang lulual ya, lepitan de ring alagad na at inaus de pansin tungkul karing gusali ning Templo."
eng,tao,"As Jesus came out of the temple and was going away, his disciples came to point out to him the buildings of the temple.",Makowbot si Yeso a apo do rako a panaralayan am mangay sira o macinanao jya do tangain na kapanci da no katey yapya no kamamaogan na no rako a panaralayan.
eng,tgl,"As Jesus came out of the temple and was going away, his disciples came to point out to him the buildings of the temple.","At lumabas si Jesus sa templo, at payaon sa kaniyang lakad; at nagsilapit sa kaniya ang kaniyang mga alagad upang sa kaniya'y ipamalas ang mga gusali ng templo."
